1.2.4.4-RXN	1.2.4.4
4.2.3.11-RXN	4.2.3.11
3.4.17.18-RXN	3.4.17.18
2.5.1.5-RXN	2.5.1.5
3.7.1.8-RXN	3.7.1.8
2-CHLOROBENZOATE-12-DIOXYGENASE-RXN	1.14.12.13
RXN-11553	3.2.1.166
RXN-10711	3.1.1.1
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN	1.1.1.130
MALEYLACETOACETATE-ISOMERASE-RXN	5.2.1.2
SS-BUTANEDIOL-DEHYDROGENASE-RXN	1.1.1.76
ALDEHYDE-REDUCTASE-RXN	1.1.1.21
RXN-15376	2.6.1.92
RXN-16096	4.2.1.134
RXN-9479	2.3.1.221
RXN-12125	2.4.1.173
RXN-9509	3.5.1.126
TETRAHYDROBERBERINE-OXIDASE-RXN	1.3.3.8
RXN-18478	2.7.1.101
6.3.3.4-RXN	6.3.3.4
2.1.1.85-RXN	2.1.1.85
RXN-20338	4.2.1.134
ARYL-ALDEHYDE-OXIDASE-RXN	1.2.3.9
RXN-19295	2.4.2.21
RXN-8052	4.4.1.13
RXN-8960	4.2.1.148
RXN-17357	1.2.5.3
RXN-12455	1.3.1.88
RXN-17248	2.3.1.282
RXN0-5298	5.1.3.29
RXN-18983	4.2.3.192
2.4.99.11-RXN	2.4.99.1
DHBDEHYD-RXN	1.3.1.28
TRANS-RXN-167A	2.7.1.191
2.7.11.8-RXN	2.7.11.8
RXN-17475	4.2.1.17
RXN-19314	3.1.3.73
RXN-16399	1.14.14.80
RXN-13181	3.1.1.53
RXN-19802	4.2.1.119
RXN-10451	2.8.2.39
TAUROCYAMINE-KINASE-RXN	2.7.3.4
RXN-7708	2.6.1.28
RXN-17791	2.3.1.16
RXN-21291	2.5.1.62
RXN-11141	2.6.1.112
ALANINE--TRNA-LIGASE-RXN	6.1.1.7
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	4.1.3.4
RXN-20430	1.3.1.120
IMIDAZOLE-N-ACETYLTRANSFERASE-RXN	2.3.1.2
RXN-15063	2.4.1.316
SEDOHEPTULOKINASE-RXN	2.7.1.14
RXN-13217	2.3.2.19
PINOSYLVIN-SYNTHASE-RXN	2.3.1.146
R341-RXN	6.3.5.9
ALLENE-OXIDE-CYCLASE-RXN	5.3.99.6
VINYLACETYL-COA-DELTA-ISOMERASE-RXN	5.3.3.3
METHYLMALONYL-COA-MUT-RXN	5.4.99.2
3.2.1.155-RXN	3.2.1.155
RXN-17480	2.5.1.133
RXN-16602	2.4.1.83
RXN66-598	1.14.14.1
RXN-10127	1.14.13.7
URIDINEKIN-RXN	2.7.1.48
RENILLA-LUCIFERIN-2-MONOOXYGENASE-RXN	1.13.12.5
4.2.2.12-RXN	4.2.2.12
RXN-14281	3.2.1.20
RXN-9204	2.5.1.74
3.5.1.97-RXN	3.5.1.97
RXN-19003	2.4.99.1
RXN0-5375	1.7.1.17
OMEGA-AMIDASE-RXN	3.5.1.3
RXN-14399	1.3.7.11
2.5.1.19-RXN	2.5.1.19
RXN-13355	1.13.11.65
S-ADENMETSYN-RXN	2.5.1.6
3.4.22.7-RXN	3.4.22.7
RXN-12519	5.3.3.8
RXN-5121	4.2.3.105
2.3.1.150-RXN	2.3.1.150
RXN-9729	2.3.1.187
RXN-20455	4.2.3.204
1.2.3.3-RXN	1.2.3.3
RXN-14100	2.7.1.74
RXN-12706	2.3.1.176
RXN-14930	2.6.1.105
RXN-11669	4.1.1.56
RXN-16264	5.3.3.19
RXN-18345	1.3.1.24
RXN-20344	2.3.1.199
3.2.1.64-RXN	3.2.1.64
RXN-9592	1.2.1.73
RXN-12071	1.3.1.87
4.2.99.18-RXN	4.2.99.18
2.1.1.16-RXN	2.1.1.16
RXN0-6522	3.1.26.12
RXN-8346	1.14.19.30
RXN-12764	1.14.14.11
RXN-9984	3.1.1.83
RXNQT-4141	2.7.7.69
RXN0-2281	2.9.1.3
3.4.24.46-RXN	3.4.24.46
DSERDEAM-RXN	4.3.1.18
RXN-20189	1.19.6.1
RXN-10747	1.5.3.14
RXN-9372	2.4.1.323
RXN-8831	1.2.1.32
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	1.2.1.52
RXN-10029	1.5.1.47
METHIONINE-GAMMA-LYASE-RXN	4.4.1.11
HYALURONATE-LYASE-RXN	4.2.2.1
RXN-1481	1.17.1.3
RXN-20525	2.7.8.11
RXN-12831	4.2.3.96
RXN-16478	1.14.13.181
RNA-DIRECTED-DNA-POLYMERASE-RXN	2.7.7.49
3.2.1.57-RXN	3.2.1.57
3.5.2.16-RXN	3.5.2.16
RXN-20991	1.6.5.9
6-METHYLSALICYLATE-DECARBOXYLASE-RXN	4.1.1.52
3.1.11.3-RXN	3.1.11.3
4.1.1.83-RXN	4.1.1.83
GLUTRNAREDUCT-RXN	1.2.1.70
2.3.1.164-RXN	2.3.1.164
RXN-11694	3.4.24.85
RXN-14446	2.4.1.300
6.3.4.9-RXN	6.3.4.9
1.3.7.3-RXN	1.3.7.3
RXN-19051	4.99.1.12
RXN-14178	5.3.99.11
RXN-21138	1.1.1.141
TREHALA-RXN	3.2.1.28
RXN-3583	2.3.1.115
RXN-11091	2.4.2.46
RXN0-6979	3.4.13.18
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	2.6.1.13
CATECHOL-O-METHYLTRANSFERASE-RXN	2.1.1.6
RXN-9366	2.1.1.163
2.4.1.26-RXN	2.4.1.26
RXN-9524	1.1.1.100
XMPXAN-RXN	3.1.3.5
RXN-18615	1.14.14.50
RXN-17258	2.3.1.282
3.1.21.1-RXN	3.1.21.1
TRNA-ADENINE-N6--METHYLTRANSFERASE-RXN	2.1.1.55
RXN-7163	2.7.1.158
2.4.1.142-RXN	2.4.1.142
RXN-15151	2.7.1.202
RXN-20502	3.1.4.54
RXN-11032	1.1.1.304
RXN-20517	3.1.4.54
RXN-21757	2.3.1.16
RXN-8670	1.14.13.50
RXN-14326	2.1.1.98
RXN-18448	6.2.1.1
RXN-17095	3.1.1.99
RXN-6641	3.4.19.13
RXN-7141	1.14.14.90
RXN-8813	2.5.1.81
RXN-5424	1.1.1.1
RXN-20762	2.9.1.3
RXN-9393	3.1.1.83
RXN-7788	4.2.3.30
RXN-15164	2.7.1.191
2.1.1.117-RXN	2.1.1.117
3.5.1.92-RXN	3.5.1.92
RXN-16701	1.1.1.399
RXN-10640	4.2.3.74
RXN-19814	3.1.4.59
RXN0-984	1.14.11.33
BILIVERDIN-REDUCTASE-RXN	1.3.1.24
RXN-9992	3.1.3.103
RXN-19997	2.5.1.60
RXN-10024	2.3.1.184
9-FLUORENOL-DEHYDROGENASE-RXN	1.1.1.256
RXN-10632	4.2.3.43
PHLORETIN-HYDROLASE-RXN	3.7.1.4
RXN-8324	1.14.19.22
RXN-10963	3.6.1.52
RXN-10912	1.2.1.3
RXN-11727	1.1.1.308
RXN-11174	1.1.1.282
GLYCINE-N-BENZOYLTRANSFERASE-RXN	2.3.1.71
2.7.11.20-RXN	2.7.11.20
D-AMINO-ACID-OXIDASE-RXN	1.4.3.3
RXN-624	3.13.1.3
3.4.21.82-RXN	3.4.21.82
RXN-21646	4.2.1.59
RXN-16077	2.3.1.51
RXN-8448	2.1.1.69
RXN-19241	4.1.99.13
RXN-14176	2.5.1.88
RXN-15160	2.7.1.205
RXN-10782	2.8.2.1
RXN-18499	1.4.1.26
RXN-16737	2.7.1.190
RXN-12758	5.4.4.6
RXNDQC-2	1.14.13.168
ABC-56-RXN	7.6.2.14
R145-RXN	4.2.1.109
LYXK-RXN	2.7.1.53
RXN-16637	3.1.1.29
RXN-8566	4.2.3.76
RXN-5581	1.2.1.5
RXN-15127	3.5.99.10
RXN-18426	2.1.1.337
RXN-11600	2.1.1.189
RXN-17020	2.3.1.51
ACETYLSALICYLATE-DEACETYLASE-RXN	3.1.1.55
RXN-13118	1.1.1.329
RXN-21092	2.4.1.1
RXN-14576	1.3.3.6
RXN-18237	2.4.1.308
RXN-15014	4.2.1.150
RXN-19052	1.14.14.74
RXN-21685	2.3.1.179
4.2.3.20-RXN	4.2.3.20
RXN-11371	2.5.1.108
RXN1F-155	5.3.99.9
RXN-8363	1.14.19.23
RXN-16296	6.3.2.49
RXN-15366	2.8.3.25
RXN-13733	3.5.1.23
2.1.1.132-RXN	2.1.1.132
RXN-12705	1.1.1.35
TYROSINE-ESTER-SULFOTRANSFERASE-RXN	2.8.2.9
RXN-16994	1.14.19.36
RXN-10628	1.14.14.113
RXN0-5225	3.5.1.28
RXN-11143	3.1.26.13
RXN0-6984	3.4.13.18
3.4.22.29-RXN	3.4.22.29
RXN-12319	2.4.1.272
RXNQT-4375	3.1.3.106
RXN0-6359	2.8.1.1
RXN-9910	1.2.1.28
RXN-16065	1.14.19.3
RXN-20385	2.3.1.199
ARACHIDONATE-8-LIPOXYGENASE-RXN	1.13.11.40
RXN-9396	1.14.13.105
RXN-11367	2.5.1.100
RXN-15134	2.3.1.26
RXN-6883	1.10.3.11
RXN-4002	2.1.1.270
RXN-15740	1.1.5.3
HISTIDINE--TRNA-LIGASE-RXN	6.1.1.21
RXN0-2382	4.2.1.122
RXN1YI0-11	1.2.1.12
RXN-19643	1.14.14.161
ALBENDAZOLE-MONOOXYGENASE-RXN	1.14.13.32
RXN-19738	7.2.4.3
RXN-13926	1.1.1.170
PHOSPHONOACETALDEHYDE-HYDROLASE-RXN	3.11.1.1
RXN-11224	2.3.1.217
RXN-19351	2.4.2.59
RXN-16293	6.3.2.47
RXN-1104	2.1.1.68
RXN-16325	2.4.1.175
RXN-21776	1.3.8.8
RXN-12551	1.1.1.315
RXN-3963	3.5.1.117
RXN-12429	3.2.1.159
2.1.3.1-RXN	2.1.3.1
RXN-6266	1.14.11.21
RXN-12845	5.4.99.52
RXN-12123	2.4.1.173
CARBAMATE-KINASE-RXN	2.7.2.2
RXN-18590	1.1.1.411
RXN-17942	6.5.1.8
1.14.13.18-RXN	1.14.13.18
RXN-9030	3.3.2.15
1.2.1.31-RXN	1.2.1.31
RXN-13229	2.1.1.251
RXN-17514	4.2.1.168
PRTRANS-RXN	2.4.2.18
RXN-17328	2.3.1.284
RXN-6341	6.3.2.17
ARGININE-KINASE-RXN	2.7.3.3
RXN-9590	2.3.1.274
RXN-11911	1.14.14.59
RXN-13603	3.2.1.21
2.1.1.122-RXN	2.1.1.122
ACETYLSYNCLTH-RXN	2.3.1.169
2.3.1.166-RXN	2.3.1.166
RXN-15587	2.8.2.1
RXN-13680	3.5.1.15
RXN-20102	1.1.1.170
CASBENE-SYNTHASE-RXN	4.2.3.8
RXN-11566	1.5.1.43
RXN-1824	3.2.1.41
RXN18C3-61	3.1.1.1
RXN66-314	1.1.1.270
RXN-9702	4.1.2.42
RXN6666-4	1.4.3.4
RXN-9598	1.4.3.4
ARGSUCCINLYA-RXN	4.3.2.1
RXN-20895	5.1.1.10
ARYLESTERASE-RXN	3.1.1.2
2.7.1.149-RXN	2.7.1.149
RXN-14206	4.2.1.96
RXN-20446	1.3.1.70
RXN-12824	4.2.3.90
D-LYXOSE-KETOL-ISOMERASE-RXN	5.3.1.15
LYSYLTRANSFERASE-RXN	2.3.2.3
RXN-969	1.1.3.15
RXN-3581	2.4.1.170
RXN-19996	2.5.1.60
RXN-12476	1.3.1.90
RXNN-404	3.5.1.4
RXN-14985	4.1.1.1
3-DEHYDROQUINATE-SYNTHASE-RXN	4.2.3.4
RXN-13857	1.14.19.12
RXN-20063	3.5.1.131
RXN-20551	3.1.4.39
3.1.16.1-RXN	3.1.16.1
1.18.1.2-RXN	1.18.1.2
RXN-8347	1.14.19.47
RXN-18593	5.3.1.35
RXN-13605	3.1.1.93
RXN-9996	2.7.8.38
RXN-7945	2.3.1.153
TRANS-RXN-250	7.2.2.14
RXN-17603	1.2.1.98
3.6.3.52-RXN	7.4.2.4
RXN-8425	4.2.3.65
RXN-13596	2.6.1.98
RXN1YI0-14	1.3.5.1
RXN-11187	2.8.4.2
3.1.4.11-RXN	3.1.4.11
RXN-14528	2.1.1.290
2.7.1.145-RXN	2.7.1.145
3.4.21.92-RXN	3.4.21.92
4.3.1.15-RXN	4.3.1.15
1.1.1.271-RXN	1.1.1.271
N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN	2.3.1.102
RXN-9101	2.7.7.66
RXN-20490	2.3.1.39
3.2.1.102-RXN	3.2.1.102
RXN0-5293	1.2.1.16
BIOTIN--COA-LIGASE-RXN	6.2.1.11
RXN-18016	2.7.8.47
RXN-20333	1.1.1.330
RXN-17627	1.14.14.1
3.4.21.90-RXN	3.4.21.90
RXN-15780	1.3.8.14
1.8.1.4-RXN	1.8.1.4
RXN-17884	1.1.1.284
RXNQT-4168	1.1.1.85
13-BETA-GLUCAN-SYNTHASE-RXN	2.4.1.34
RXN-8139	2.3.1.214
RXN-11818	1.11.2.2
RXN-5962	1.14.14.158
RXN-19141	1.3.5.6
4.1.99.4-RXN	3.5.99.7
RXN-12019	1.8.4.10
SPHINGOMYELIN-PHOSPHODIESTERASE-RXN	3.1.4.12
R125-RXN	2.3.1.247
2.1.1.143-RXN	2.1.1.143
RXN-20223	2.3.1.26
ILEDEAMINE-RXN	1.4.1.9
RXN-11751	3.5.2.19
5.1.3.20-RXN	5.1.3.20
RXN-17024	2.3.1.51
RXN-0	2.3.1.57
RXN-18557	6.1.3.1
3.2.1.59-RXN	3.2.1.59
1.3.1.62-RXN	1.3.1.62
2.7.8.6-RXN	2.7.8.6
3.4.24.40-RXN	3.4.24.40
RXN-14820	1.14.11.43
HISTIDINE-AMMONIA-LYASE-RXN	4.3.1.3
3.7.1.9-RXN	3.7.1.9
3.1.1.54-RXN	3.1.1.54
RXN0-1862	2.1.2.13
1.14.13.92-RXN	1.14.13.92
RXN-10067	4.1.1.99
RXN-9545	4.2.1.119
RXN-14172	6.2.1.2
RXN-21714	3.1.2.14
6.3.2.10-RXN	6.3.2.10
1.3.1.54-RXN	1.3.1.54
RXN-19641	4.3.3.2
RXN-8920	2.5.1.93
RXN-16627	4.2.1.59
RXN-20896	5.1.1.10
2.7.1.68-RXN	2.7.1.68
CEREBROSIDE-SULFATASE-RXN	3.1.6.8
RXN-8739	1.14.13.167
RXN-11813	1.11.1.19
2.1.1.126-RXN	2.1.1.321
2.6.1.28-RXN	2.6.1.28
3.6.3.33-RXN	7.6.2.8
L-IDITOL-2-DEHYDROGENASE-RXN	1.1.1.14
RXN-16889	2.1.1.321
RXN-17810	1.14.11.54
RXN-10979	2.7.4.24
4.3.1.4-RXN	4.3.1.4
MALYL-COA-LYASE-RXN	4.1.3.24
3.4.21.115-RXN	3.4.21.115
1.14.12.1-RXN	1.14.12.1
RXN-19249	3.4.16.4
RXN-15043	2.3.1.51
DOLICHYLDIPHOSPHATASE-RXN	3.6.1.43
RXN-16262	1.1.1.384
RXN-11653	1.14.15.9
RXN-11767	4.3.1.27
RXN-14271	1.1.1.211
ABC-63-RXN	7.2.2.20
L-ARABINONATE-DEHYDRATASE-RXN	4.2.1.25
RXN-18529	1.8.98.6
NICONUCADENYLYLTRAN-RXN	2.7.7.18
RXN-17112	1.14.19.3
RXN-16620	1.3.1.9
GLYCINE-AMINOTRANSFERASE-RXN	2.6.1.4
MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	2.1.1.56
RXN-21765	1.3.8.5
RXN-12908	2.1.1.245
RXN-10780	1.2.1.3
CARNITINE-O-PALMITOYLTRANSFERASE-RXN	2.3.1.21
RXN-20230	2.3.1.26
TRANS-RXN0-202	7.4.2.11
RXN-14274	2.3.1.16
RXN-20534	3.1.4.3
4.2.3.10-RXN	4.2.3.10
L-FUCONATE-HYDRATASE-RXN	4.2.1.68
5.1.1.18-RXN	5.1.1.18
RXN-18789	4.2.3.162
RXNQT-4333	2.8.2.38
RXN-21336	4.2.1.106
RXN-14420	2.5.1.110
1.4.1.11-RXN	1.4.1.11
RXNQT-4300	2.4.2.60
RXN-13322	2.3.1.199
RXN-10813	1.1.1.299
RXN1G-30	5.3.3.14
RXN-14981	1.14.20.6
3.4.22.41-RXN	3.4.22.41
FORMIMINOGLUTAMASE-RXN	3.5.3.8
RXN-12116	3.1.4.54
HYPONITRITE-REDUCTASE-RXN	1.7.1.5
RXN-5642	2.1.1.103
GLUCOSE-OXIDASE-RXN	1.1.3.4
3.4.22.62-RXN	3.4.22.62
RXN-17401	4.2.1.106
3.2.1.82-RXN	3.2.1.82
RXN-18435	3.2.2.23
3.2.1.6-RXN	3.2.1.6
RXN-12691	1.14.15.30
RXN-8443	2.7.1.173
RXN-21694	1.3.1.10
ALANINE-CARBOXYPEPTIDASE-RXN	3.4.17.6
RXN-8414	4.2.3.57
GLUCOSE-1-PHOSPHATE-PHOSPHODISMUTASE-RXN	2.7.1.41
RXN-19822	6.3.2.55
RXN-7302	3.1.3.62
RXN-6161	4.1.1.1
D-RIBULOKIN-RXN	2.7.1.47
RXN-18481	3.5.1.127
CYTIDEAM-RXN	3.5.4.5
3.4.24.24-RXN	3.4.24.24
RXN-10837	2.3.1.183
3.4.21.37-RXN	3.4.21.37
RXN-18799	1.14.99.22
RXN-10460	1.5.3.13
RXN-19071	1.3.8.14
RXN-7570	5.4.99.39
RXN-14670	1.13.12.23
RXN-18380	2.7.8.14
3.4.11.4-RXN	3.4.11.4
2.6.1.82-RXN	2.6.1.82
RXN-17483	1.3.1.111
RXN-14136	3.1.4.46
RXN-13276	2.4.1.292
RXN-17008	2.3.1.51
RXN-7401	2.7.7.37
RXN-1827	3.2.1.2
3.1.3.46-RXN	3.1.3.46
RXN-8231	2.4.1.238
FLAVONE-7-O-BETA-GLUCOSYLTRANSFERASE-RXN	2.4.1.81
RXN-19748	1.1.1.39
MALTACETYLTRAN-RXN	2.3.1.79
RXN-21711	3.4.19.5
RXN-9290	1.1.1.295
3-HYDROXYASPARTATE-ALDOLASE-RXN	4.1.3.41
13-BETA-GLUCAN-PHOSPHORYLASE-RXN	2.4.1.97
CARBOXY-CISCIS-MUCONATE-CYCLASE-RXN	5.5.1.5
RXN0-2044	1.1.1.35
RXN-21089	2.7.8.28
RXN-10768	2.1.1.141
2.3.1.175-RXN	2.3.1.175
RXN-15294	1.16.3.2
RXN-20913	2.3.1.251
RXN-19534	1.2.7.7
BIOTIN-CARBOXYL-RXN	6.3.4.14
FOLYLPOLYGLUTAMATESYNTH-RXN	6.3.2.17
RXN-19014	5.4.99.66
RXN-17892	3.4.19.1
RXN-19708	3.1.3.106
RXN-14113	3.1.4.16
3.4.21.88-RXN	3.4.21.88
2.1.3.9-RXN	2.1.3.9
RXN-21775	1.3.8.8
RXN-4209	1.14.19.20
RXN-19346	2.1.1.348
THIOESTER-RXN	3.1.2.2
3.11.1.3-RXN	3.11.1.3
RXN-20986	6.5.1.9
RXN-20548	3.1.1.4
RXN-14169	1.2.1.42
RXN-15264	2.5.1.120
RXN-8840	3.5.99.5
RXN-12018	3.4.23.47
RXN-15162	2.7.1.191
RXN-11053	1.2.1.77
LEUCYLTRANSFERASE-RXN	2.3.2.6
RXN-12145	2.6.1.97
RXN-14494	4.2.1.134
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	2.1.2.9
TRNA-NUCLEOTIDYLTRANSFERASE-RXN	2.7.7.56
GLUCOSAMINE-6-P-DEAMIN-RXN	3.5.99.6
RXN0-6576	2.1.1.265
RXN3O-127	1.5.1.10
RXN-11998	1.2.1.82
RXN-21232	1.10.3.2
RXN-7674	2.5.1.62
3.4.24.41-RXN	3.4.24.41
RXN-2761	2.5.1.117
RXN-7815	2.4.1.115
RXN-12651	1.14.11.35
RXN-19090	2.7.1.222
FORMATE-DEHYDROGENASE-NADP+-RXN	1.17.1.10
R381-RXN	5.1.3.8
RXN1G-32	2.3.1.294
RXN-9929	1.3.98.1
2.4.1.92-RXN	2.4.1.92
RXN-9600	1.4.3.22
LYSINE-N-ACETYLTRANSFERASE-RXN	2.3.1.32
RXN-20336	2.3.1.199
LEGHEMOGLOBIN-REDUCTASE-RXN	1.6.2.6
RXN-13279	1.1.1.36
3.1.1.73-RXN	3.1.1.73
3-OXOSTEROID-1-DEHYDROGENASE-RXN	1.3.99.4
RXN-17379	2.5.1.135
RXN-13328	2.6.1.96
RXN-13364	1.13.11.65
RXN-17449	2.1.1.333
R181-RXN	3.7.1.19
RXN-13966	2.4.1.298
RXN-16041	2.3.1.23
RXN-15538	1.14.19.73
RXN-13484	5.4.3.10
RXN-13397	1.14.14.151
RXN-18287	2.4.99.4
RXN-5821	1.4.3.4
3.1.26.5-RXN	3.1.26.5
RXN-13589	2.3.1.201
DIMETHUROPORDEHYDROG-RXN	1.3.1.76
RXN-17602	1.1.1.400
RXN-9413	3.3.2.8
RXN0-1842	2.3.1.251
1.13.11.28-RXN	1.13.11.28
RXN-12005	2.7.1.171
UDP-GLUCURONATE-DECARBOXYLASE-RXN	4.1.1.35
RXN-15185	2.7.1.193
RXN-16300	5.3.3.19
3.2.1.136-RXN	3.2.1.136
LYSDECARBOX-RXN	4.1.1.18
RXN-8629	1.8.1.4
RXN-18840	3.1.2.20
1.2.1.32-RXN	1.2.1.32
RXN-10051	3.1.1.81
RXN-19668	2.5.1.74
RXN-16316	3.4.22.64
3.2.1.94-RXN	3.2.1.94
RXN-19736	7.2.4.2
RXN-10960	3.1.3.66
RXN-19646	1.14.19.76
3.2.1.99-RXN	3.2.1.99
KYNURENINE-3-MONOOXYGENASE-RXN	1.14.13.9
3.4.21.93-RXN	3.4.21.93
RXN-13697	2.6.1.1
RXN-18413	1.17.98.2
RXN-11185	1.5.99.13
RXN-18520	1.8.7.3
RXN-15946	4.2.3.153
RXN-18670	2.3.1.84
N-METHYL-L-AMINO-ACID-OXIDASE-RXN	1.5.3.2
RXN-13834	1.14.14.46
1.1.1.266-RXN	1.1.1.266
RXN-17180	2.3.1.252
RXN-10049	3.1.1.81
L-AMINO-ACID-DEHYDROGENASE-RXN	1.4.1.5
RXN-21665	1.1.1.100
RXN-18161	1.14.14.43
RXN-17996	1.14.19.49
RXN-19604	3.4.19.13
RXN-13309	1.3.1.93
GLUTARYL-COA-DEHYDROGENASE-RXN	1.3.8.6
RXN-9890	3.1.1.45
RXN-19244	4.1.99.3
6.1.1.23-RXN	6.1.1.23
3.4.22.60-RXN	3.4.22.60
RXN-9841	1.1.1.213
RXN-11511	1.14.12.22
3.4.22.52-RXN	3.4.22.52
RXN-16402	6.2.1.3
UREASE-RXN	3.5.1.5
6.3.4.10-RXN	6.3.4.10
3.2.2.21-RXN	3.2.2.21
RXN-15236	2.4.1.324
3.2.1.91-RXN	3.2.1.91
METHYLITACONATE-DELTA-ISOMERASE-RXN	5.3.3.6
RXN-17132	3.9.1.3
RXN-13443	1.1.1.330
MONOTERPENOL-O-ACETYLTRANSFERASE-RXN	2.3.1.69
RXN-11527	4.2.3.23
RXN-7668	2.4.1.11
3.5.1.88-RXN	3.5.1.88
RXN-10744	1.5.3.18
RXN-18759	3.4.19.16
RXN-18417	1.17.98.2
RXN-12811	2.6.1.90
RXN1G-580	2.3.1.294
GENTAMICIN-3-N-ACETYLTRANSFERASE-RXN	2.3.1.60
RXN-1122	6.2.1.12
LEVANSUCRASE-RXN	2.4.1.10
3.4.21.107-RXN	3.4.21.107
NICOTINATEPRIBOSYLTRANS-RXN	6.3.4.21
1.1.1.52-RXN	1.1.1.52
RXN0-1861	1.1.1.305
ALPHA-AMYL-RXN	3.2.1.1
RXN-18260	2.4.1.152
2.4.1.94-RXN	2.4.1.94
RXN-7832	2.4.1.116
SUCCCOASYN-RXN	6.2.1.5
GLUTAMINE-N-PHENYLACETYLTRANSFERASE-RXN	2.3.1.14
RXN-21603	1.2.7.5
RXN-21035	7.2.2.2
RXN-14099	2.7.1.74
ARGININE-N-SUCCINYLTRANSFERASE-RXN	2.3.1.109
RXN-9778	2.1.3.11
2.6.1.7-RXN	2.6.1.7
CATECHOL-23-DIOXYGENASE-RXN	1.13.11.2
RXN-8988	6.2.1.4
1.3.3.9-RXN	1.14.19.62
THIAZOLSYN2-RXN	2.8.1.10
RXN-12322	3.1.1.89
RXN-14948	5.4.4.7
RXN-21695	2.3.1.179
3.4.24.27-RXN	3.4.24.27
RXN-14201	3.6.1.5
RXN-8314	1.14.19.35
RXN-5466	2.4.1.258
RXN-3766	1.3.1.45
RXN-19376	2.3.1.271
RXN-9564	1.3.1.105
2.1.1.116-RXN	2.1.1.116
2.4.1.53-RXN	2.4.1.70
RXN0-6524	3.1.13.1
RXN-8372	1.14.19.10
RXN3O-5293	2.3.1.86
RXN-14370	3.2.1.139
2.3.1.78-RXN	2.3.1.78
RXN-9312	2.1.1.279
GLUCOSYLCERAMIDASE-RXN	3.2.1.45
RXN-9223	4.1.1.98
NAD+-ADP-RIBOSYLTRANSFERASE-RXN	2.4.2.30
RXN-13123	3.5.1.112
RXN-4301	3.2.1.68
RXN-11348	2.4.1.129
RXN-12884	1.14.14.112
3.4.21.46-RXN	3.4.21.46
RXN-14414	1.14.14.119
RXN0-1603	3.6.1.66
3.2.1.83-RXN	3.2.1.83
1.7.2.2-RXN	1.7.2.2
RXN-17363	2.3.1.269
RXN-16773	1.6.3.5
RXN-15712	6.5.1.7
RXN-11859	2.1.1.202
3.2.1.95-RXN	3.2.1.95
RXN-11662	1.1.1.35
3.1.1.82-RXN	3.1.1.82
RXN-12415	2.4.2.39
RXN-15842	2.1.1.309
GERANOYL-COA-CARBOXYLASE-RXN	6.4.1.5
PROLINE--TRNA-LIGASE-RXN	6.1.1.15
RXN-12239	2.7.7.82
RXN-4884	4.2.3.29
4.2.1.41-RXN	4.2.1.41
RXN-12112	1.7.1.14
MANNONOXIDOREDUCT-RXN	1.1.1.57
RXN-11906	4.2.3.62
RXN0-366	3.2.2.1
RXN0-280	1.14.14.5
FARNESYLTRANSTRANSFERASE-RXN	2.5.1.29
RXN-7481	2.3.1.220
RXN1G-3641	2.1.1.79
RXN-18199	1.14.19.52
PROTEIN-TYROSINE-SULFOTRANSFERASE-RXN	2.8.2.20
3.6.3.3-RXN	7.2.2.21
SHIKIMATE-5-DEHYDROGENASE-RXN	1.1.1.25
RXN-12720	2.7.7.4
RXN-9611	2.1.1.315
RXN-21667	1.3.1.9
RXN-19006	3.2.1.114
TRANS-RXN-169	2.7.1.198
RXN3O-227	1.14.19.41
3.4.11.5-RXN	3.4.11.5
3.4.22.8-RXN	3.4.22.8
RXN-11194	1.4.1.25
RXN-16027	2.4.1.46
RXN-7637	1.17.1.5
3.4.21.63-RXN	3.4.21.63
2.5.1.64-RXN	2.2.1.9
RXN-11726	1.3.1.86
3.4.24.59-RXN	3.4.24.59
RXN-15166	2.7.1.208
3.4.21.97-RXN	3.4.21.97
RXN0-3521	2.4.2.53
RXN-10715	1.2.1.3
RXN-18740	2.3.2.32
2KETO-3METHYLVALERATE-RXN	1.2.1.25
1.2.1.54-RXN	1.2.1.54
3.4.18.1-RXN	3.4.18.1
NADPH-DEHYDROGENASE-FLAVIN-RXN	1.5.1.30
RXN-9031	5.3.3.17
R231-RXN	4.1.1.79
GENTISATE-12-DIOXYGENASE-RXN	1.13.11.4
THIAMIN-TRIPHOSPHATASE-RXN	3.6.1.28
GSPAMID-RXN	3.5.1.78
RXN-18163	1.14.14.43
RXN-13973	2.4.99.20
RXN-11542	1.13.11.39
RXN-11737	2.6.1.1
RXNQT-4336	1.14.13.237
RXN-9664	5.4.99.53
TYRAMINE-N-FERULOYLTRANSFERASE-RXN	2.3.1.110
IMIDPHOSDEHYD-RXN	4.2.1.19
1.14.13.99-RXN	1.14.14.26
UDPGLCNACEPIM-RXN	5.1.3.14
TAGAALDOL-RXN	4.1.2.40
R608-RXN	3.7.1.8
13-PROPANEDIOL-DEHYDROGENASE-RXN	1.1.1.202
RXN-13189	1.14.14.107
